BioSample	collection_date	country	host_species	drug_resistance
SAMN05918921	2012-01-01	Peru	Homo sapiens	
SAMN05918922	2012-01-01	Peru	Homo sapiens	
SAMN05918923	2012-01-01	Peru	Homo sapiens	
SAMN05918924	2012-01-01	Peru	Homo sapiens	
SAMN05918925	2012-01-01	Peru	Homo sapiens	
SAMN05918926	2012-01-01	Peru	Homo sapiens	
SAMN05918927	2012-01-01	Peru	Homo sapiens	
SAMN05918928	2012-01-01	Peru	Homo sapiens	
SAMN05918929	2012-01-01	Peru	Homo sapiens	
SAMN05918930	2012-01-01	Peru	Homo sapiens	
SAMN05918931	2012-01-01	Peru	Homo sapiens	
SAMN05918932	2012-01-01	Peru	Homo sapiens	
SAMN05918933	2012-01-01	Peru	Homo sapiens	
SAMN05918934	2012-01-01	Peru	Homo sapiens	
SAMN05918935	2012-01-01	Peru	Homo sapiens	
SAMN05918936	2012-01-01	Peru	Homo sapiens	
SAMN05918937	2012-01-01	Peru	Homo sapiens	
SAMN05918938	2012-01-01	Peru	Homo sapiens	
SAMN05918939	2012-01-01	Peru	Homo sapiens	
SAMN05918940	2012-01-01	Peru	Homo sapiens	
SAMN05918941	2012-01-01	Peru	Homo sapiens	
SAMN05918942	2012-01-01	Peru	Homo sapiens	
SAMN05918943	2012-01-01	Peru	Homo sapiens	
SAMN05918944	2012-01-01	Peru	Homo sapiens	
SAMN05918945	2012-01-01	Peru	Homo sapiens	
SAMN05918946	2012-01-01	Peru	Homo sapiens	
SAMN05918947	2012-01-01	Peru	Homo sapiens	
SAMN05918948	2012-01-01	Peru	Homo sapiens	
SAMN05918949	2012-01-01	Peru	Homo sapiens	
SAMN05918950	2012-01-01	Peru	Homo sapiens	
SAMN05918951	2012-01-01	Peru	Homo sapiens	
SAMN05918952	2012-01-01	Peru	Homo sapiens	
SAMN05918953	2012-01-01	Peru	Homo sapiens	
SAMN05918954	2012-01-01	Peru	Homo sapiens	
SAMN05918955	2012-01-01	Peru	Homo sapiens	
SAMN05918956	2012-01-01	Peru	Homo sapiens	
SAMN05918957	2012-01-01	Peru	Homo sapiens	
SAMN05918958	2012-01-01	Peru	Homo sapiens	
SAMN05918959	2012-01-01	Peru	Homo sapiens	
SAMN05918960	2012-01-01	Peru	Homo sapiens	
SAMN05919545	2012-01-01	Peru	Homo sapiens	
SAMN05919546	2012-01-01	Peru	Homo sapiens	
SAMN05919547	2012-01-01	Peru	Homo sapiens	
SAMN05919548	2012-01-01	Peru	Homo sapiens	
SAMN05919549	2012-01-01	Peru	Homo sapiens	
SAMN05919550	2012-01-01	Peru	Homo sapiens	
SAMN05919551	2012-01-01	Peru	Homo sapiens	
SAMN05919552	2012-01-01	Peru	Homo sapiens	
SAMN05919553	2012-01-01	Peru	Homo sapiens	
SAMN05919554	2012-01-01	Peru	Homo sapiens	
SAMN05919555	2012-01-01	Peru	Homo sapiens	
SAMN05919556	2012-01-01	Peru	Homo sapiens	
SAMN05919557	2012-01-01	Peru	Homo sapiens	
SAMN05919558	2012-01-01	Peru	Homo sapiens	
SAMN05919559	2012-01-01	Peru	Homo sapiens	
SAMN05919560	2012-01-01	Peru	Homo sapiens	
SAMN05919561	2012-01-01	Peru	Homo sapiens	
SAMN05919562	2012-01-01	Peru	Homo sapiens	
SAMN05919563	2012-01-01	Peru	Homo sapiens	
SAMN05919564	2012-01-01	Peru	Homo sapiens	
SAMN05919565	2012-01-01	Peru	Homo sapiens	
SAMN05919566	2012-01-01	Peru	Homo sapiens	
SAMN05919567	2012-01-01	Peru	Homo sapiens	
SAMN05919568	2012-01-01	Peru	Homo sapiens	
SAMN05919569	2012-01-01	Peru	Homo sapiens	
SAMN05919570	2012-01-01	Peru	Homo sapiens	
SAMN05919571	2012-01-01	Peru	Homo sapiens	
SAMN05919572	2012-01-01	Peru	Homo sapiens	
SAMN05919573	2012-01-01	Peru	Homo sapiens	
SAMN05919574	2012-01-01	Peru	Homo sapiens	
SAMN05919575	2012-01-01	Peru	Homo sapiens	
SAMN05919576	2012-01-01	Peru	Homo sapiens	
SAMN05919577	2012-01-01	Peru	Homo sapiens	
SAMN05919578	2012-01-01	Peru	Homo sapiens	
SAMN05919579	2012-01-01	Peru	Homo sapiens	
SAMN05919580	2012-01-01	Peru	Homo sapiens	
SAMN05919581	2012-01-01	Peru	Homo sapiens	
SAMN05919582	2012-01-01	Peru	Homo sapiens	
SAMN05919583	2012-01-01	Peru	Homo sapiens	
SAMN05919584	2012-01-01	Peru	Homo sapiens	
SAMN05919585	2012-01-01	Peru	Homo sapiens	
SAMN05919586	2012-01-01	Peru	Homo sapiens	
SAMN05919587	2012-01-01	Peru	Homo sapiens	
SAMN05919588	2012-01-01	Peru	Homo sapiens	
SAMN05919589	2012-01-01	Peru	Homo sapiens	
SAMN05919590	2012-01-01	Peru	Homo sapiens	
SAMN05919591	2012-01-01	Peru	Homo sapiens	
SAMN05919592	2012-01-01	Peru	Homo sapiens	
SAMN05919593	2012-01-01	Peru	Homo sapiens	
SAMN05919594	2012-01-01	Peru	Homo sapiens	
SAMN05919595	2012-01-01	Peru	Homo sapiens	
SAMN05919596	2012-01-01	Peru	Homo sapiens	
SAMN05919597	2012-01-01	Peru	Homo sapiens	
SAMN05919598	2012-01-01	Peru	Homo sapiens	
SAMN05919599	2012-01-01	Peru	Homo sapiens	
SAMN05919600	2012-01-01	Peru	Homo sapiens	
SAMN05919601	2012-01-01	Peru	Homo sapiens	
SAMN05919602	2012-01-01	Peru	Homo sapiens	
SAMN05919603	2012-01-01	Peru	Homo sapiens	
SAMN05919604	2012-01-01	Peru	Homo sapiens	
SAMN05919605	2012-01-01	Peru	Homo sapiens	
SAMN05919606	2012-01-01	Peru	Homo sapiens	
SAMN05919607	2012-01-01	Peru	Homo sapiens	
SAMN05919608	2012-01-01	Peru	Homo sapiens	
SAMN05919609	2012-01-01	Peru	Homo sapiens	
SAMN05919610	2012-01-01	Peru	Homo sapiens	
SAMN05919611	2012-01-01	Peru	Homo sapiens	
SAMN05919613	2012-01-01	Peru	Homo sapiens	
SAMN05919614	2012-01-01	Peru	Homo sapiens	
SAMN05919615	2012-01-01	Peru	Homo sapiens	
SAMN05919616	2012-01-01	Peru	Homo sapiens	
SAMN05919617	2012-01-01	Peru	Homo sapiens	
SAMN05919618	2012-01-01	Peru	Homo sapiens	
SAMN05919619	2012-01-01	Peru	Homo sapiens	
SAMN05919620	2012-01-01	Peru	Homo sapiens	
SAMN05919621	2012-01-01	Peru	Homo sapiens	
SAMN05919622	2012-01-01	Peru	Homo sapiens	
SAMN05919623	2012-01-01	Peru	Homo sapiens	
SAMN05919624	2012-01-01	Peru	Homo sapiens	
SAMN05919625	2012-01-01	Peru	Homo sapiens	
SAMN05919626	2012-01-01	Peru	Homo sapiens	
SAMN05919627	2012-01-01	Peru	Homo sapiens	
SAMN05919628	2012-01-01	Peru	Homo sapiens	
SAMN05919629	2012-01-01	Peru	Homo sapiens	
SAMN05919630	2012-01-01	Peru	Homo sapiens	
SAMN05919631	2012-01-01	Peru	Homo sapiens	
SAMN05919632	2012-01-01	Peru	Homo sapiens	
SAMN05919633	2012-01-01	Peru	Homo sapiens	
SAMN05919634	2012-01-01	Peru	Homo sapiens	
SAMN05919635	2012-01-01	Peru	Homo sapiens	
SAMN05919636	2012-01-01	Peru	Homo sapiens	
SAMN05919637	2012-01-01	Peru	Homo sapiens	
SAMN05919638	2012-01-01	Peru	Homo sapiens	
SAMN05919639	2012-01-01	Peru	Homo sapiens	
SAMN05919640	2012-01-01	Peru	Homo sapiens	
SAMN05919641	2012-01-01	Peru	Homo sapiens	
SAMN05919642	2012-01-01	Peru	Homo sapiens	
SAMN05919643	2012-01-01	Peru	Homo sapiens	
SAMN05919644	2012-01-01	Peru	Homo sapiens	
SAMN05919645	2012-01-01	Peru	Homo sapiens	
SAMN05919646	2012-01-01	Peru	Homo sapiens	
SAMN05919647	2012-01-01	Peru	Homo sapiens	
SAMN05919648	2012-01-01	Peru	Homo sapiens	
SAMN05919649	2012-01-01	Peru	Homo sapiens	
SAMN05919650	2012-01-01	Peru	Homo sapiens	
SAMN05919651	2012-01-01	Peru	Homo sapiens	
SAMN05919652	2012-01-01	Peru	Homo sapiens	
SAMN05919653	2012-01-01	Peru	Homo sapiens	
SAMN05919654	2012-01-01	Peru	Homo sapiens	
SAMN05919655	2012-01-01	Peru	Homo sapiens	
SAMN05919656	2012-01-01	Peru	Homo sapiens	
SAMN05919657	2012-01-01	Peru	Homo sapiens	
SAMN05919658	2012-01-01	Peru	Homo sapiens	
SAMN05919659	2012-01-01	Peru	Homo sapiens	
SAMN05919660	2012-01-01	Peru	Homo sapiens	
SAMN05919661	2012-01-01	Peru	Homo sapiens	
SAMN05919662	2012-01-01	Peru	Homo sapiens	
SAMN05919663	2012-01-01	Peru	Homo sapiens	
SAMN05919664	2012-01-01	Peru	Homo sapiens	
SAMN05919665	2012-01-01	Peru	Homo sapiens	
SAMN05919666	2012-01-01	Peru	Homo sapiens	
SAMN05919667	2012-01-01	Peru	Homo sapiens	
SAMN05919668	2012-01-01	Peru	Homo sapiens	
SAMN05919669	2012-01-01	Peru	Homo sapiens	
SAMN05919670	2012-01-01	Peru	Homo sapiens	
SAMN05919671	2012-01-01	Peru	Homo sapiens	
SAMN05933692	1993-09-08	USA	Homo sapiens	
SAMN05933699	1993-09-08	USA	Homo sapiens	
SAMN06010119	2012-01-01	Peru	Homo sapiens	
SAMN06010120	2012-01-01	Peru	Homo sapiens	
SAMN06010121	2012-01-01	Peru	Homo sapiens	
SAMN06010122	2012-01-01	Peru	Homo sapiens	
SAMN06010123	2012-01-01	Peru	Homo sapiens	
SAMN06010124	2012-01-01	Peru	Homo sapiens	
SAMN06010125	2012-01-01	Peru	Homo sapiens	
SAMN06010126	2012-01-01	Peru	Homo sapiens	
SAMN06010127	2012-01-01	Peru	Homo sapiens	
SAMN06010128	2012-01-01	Peru	Homo sapiens	
SAMN06010129	2012-01-01	Peru	Homo sapiens	
SAMN06010130	2012-01-01	Peru	Homo sapiens	
SAMN06010131	2012-01-01	Peru	Homo sapiens	
SAMN06010132	2012-01-01	Peru	Homo sapiens	
SAMN06010133	2012-01-01	Peru	Homo sapiens	
SAMN06010134	2012-01-01	Peru	Homo sapiens	
SAMN06010135	2012-01-01	Peru	Homo sapiens	
SAMN06010136	2012-01-01	Peru	Homo sapiens	
SAMN06010137	2012-01-01	Peru	Homo sapiens	
SAMN06010138	2012-01-01	Peru	Homo sapiens	
SAMN06010139	2012-01-01	Peru	Homo sapiens	
SAMN06010140	2012-01-01	Peru	Homo sapiens	
SAMN06010141	2012-01-01	Peru	Homo sapiens	
SAMN06010142	2012-01-01	Peru	Homo sapiens	
SAMN06010143	2012-01-01	Peru	Homo sapiens	
SAMN06010144	2012-01-01	Peru	Homo sapiens	
SAMN06010145	2012-01-01	Peru	Homo sapiens	
SAMN06010146	2012-01-01	Peru	Homo sapiens	
SAMN06010147	2012-01-01	Peru	Homo sapiens	
SAMN06010148	2012-01-01	Peru	Homo sapiens	
SAMN06010149	2012-01-01	Peru	Homo sapiens	
SAMN06010150	2012-01-01	Peru	Homo sapiens	
SAMN06010151	2012-01-01	Peru	Homo sapiens	
SAMN06010152	2012-01-01	Peru	Homo sapiens	
SAMN06010153	2012-01-01	Peru	Homo sapiens	
SAMN06010154	2012-01-01	Peru	Homo sapiens	
SAMN06010155	2012-01-01	Peru	Homo sapiens	
SAMN06010156	2012-01-01	Peru	Homo sapiens	
SAMN06010157	2012-01-01	Peru	Homo sapiens	
SAMN06010158	2012-01-01	Peru	Homo sapiens	
SAMN06010159	2012-01-01	Peru	Homo sapiens	
SAMN06010160	2012-01-01	Peru	Homo sapiens	
SAMN06010161	2012-01-01	Peru	Homo sapiens	
SAMN06010162	2012-01-01	Peru	Homo sapiens	
SAMN06010163	2012-01-01	Peru	Homo sapiens	
SAMN06010164	2012-01-01	Peru	Homo sapiens	
SAMN06010165	2012-01-01	Peru	Homo sapiens	
SAMN06010166	2012-01-01	Peru	Homo sapiens	
SAMN06010167	2012-01-01	Peru	Homo sapiens	
SAMN06010168	2012-01-01	Peru	Homo sapiens	
SAMN06010169	2012-01-01	Peru	Homo sapiens	
SAMN06010170	2012-01-01	Peru	Homo sapiens	
SAMN06010171	2012-01-01	Peru	Homo sapiens	
SAMN06010172	2012-01-01	Peru	Homo sapiens	
SAMN06010173	2012-01-01	Peru	Homo sapiens	
SAMN06010174	2012-01-01	Peru	Homo sapiens	
SAMN06010175	2012-01-01	Peru	Homo sapiens	
SAMN06010176	2012-01-01	Peru	Homo sapiens	
SAMN06010177	2012-01-01	Peru	Homo sapiens	
SAMN06010178	2012-01-01	Peru	Homo sapiens	
SAMN06010179	2012-01-01	Peru	Homo sapiens	
SAMN06010180	2012-01-01	Peru	Homo sapiens	
SAMN06010181	2012-01-01	Peru	Homo sapiens	
SAMN06010182	2012-01-01	Peru	Homo sapiens	
SAMN06010183	2012-01-01	Peru	Homo sapiens	
SAMN06010184	2012-01-01	Peru	Homo sapiens	
SAMN06010185	2012-01-01	Peru	Homo sapiens	
SAMN06010186	2012-01-01	Peru	Homo sapiens	
SAMN06010187	2012-01-01	Peru	Homo sapiens	
SAMN06010188	2012-01-01	Peru	Homo sapiens	
SAMN06010189	2012-01-01	Peru	Homo sapiens	
SAMN06010190	2012-01-01	Peru	Homo sapiens	
SAMN06010191	2012-01-01	Peru	Homo sapiens	
SAMN06010192	2012-01-01	Peru	Homo sapiens	
SAMN06010193	2012-01-01	Peru	Homo sapiens	
SAMN06010194	2012-01-01	Peru	Homo sapiens	
SAMN06010195	2012-01-01	Peru	Homo sapiens	
SAMN06010196	2012-01-01	Peru	Homo sapiens	
SAMN06010197	2012-01-01	Peru	Homo sapiens	
SAMN06010198	2012-01-01	Peru	Homo sapiens	
SAMN06010199	2012-01-01	Peru	Homo sapiens	
SAMN06010200	2012-01-01	Peru	Homo sapiens	
SAMN06010201	2012-01-01	Peru	Homo sapiens	
SAMN06010202	2012-01-01	Peru	Homo sapiens	
SAMN06010203	2012-01-01	Peru	Homo sapiens	
SAMN06010204	2012-01-01	Peru	Homo sapiens	
SAMN06010205	2012-01-01	Peru	Homo sapiens	
SAMN06010206	2012-01-01	Peru	Homo sapiens	
SAMN06010207	2012-01-01	Peru	Homo sapiens	
SAMN06010208	2012-01-01	Peru	Homo sapiens	
SAMN06010209	2012-01-01	Peru	Homo sapiens	
SAMN06010210	2012-01-01	Peru	Homo sapiens	
SAMN06010211	2012-01-01	Peru	Homo sapiens	
SAMN06010212	2012-01-01	Peru	Homo sapiens	
SAMN06010213	2012-01-01	Peru	Homo sapiens	
SAMN06010214	2012-01-01	Peru	Homo sapiens	
SAMN06010215	2012-01-01	Peru	Homo sapiens	
SAMN06010216	2012-01-01	Peru	Homo sapiens	
SAMN06010217	2012-01-01	Peru	Homo sapiens	
SAMN06010218	2012-01-01	Peru	Homo sapiens	
SAMN06010219	2012-01-01	Peru	Homo sapiens	
SAMN06010220	2012-01-01	Peru	Homo sapiens	
SAMN06010221	2012-01-01	Peru	Homo sapiens	
SAMN06010222	2012-01-01	Peru	Homo sapiens	
SAMN06010223	2012-01-01	Peru	Homo sapiens	
SAMN06010224	2012-01-01	Peru	Homo sapiens	
SAMN06010225	2012-01-01	Peru	Homo sapiens	
SAMN06010226	2012-01-01	Peru	Homo sapiens	
SAMN06010227	2012-01-01	Peru	Homo sapiens	
SAMN06010228	2012-01-01	Peru	Homo sapiens	
SAMN06010229	2012-01-01	Peru	Homo sapiens	
SAMN06010230	2012-01-01	Peru	Homo sapiens	
SAMN06010231	2012-01-01	Peru	Homo sapiens	
SAMN06010232	2012-01-01	Peru	Homo sapiens	
SAMN06010233	2012-01-01	Peru	Homo sapiens	
SAMN06010234	2012-01-01	Peru	Homo sapiens	
SAMN06010235	2012-01-01	Peru	Homo sapiens	
SAMN06010236	2012-01-01	Peru	Homo sapiens	
SAMN06010237	2012-01-01	Peru	Homo sapiens	
SAMN06010238	2012-01-01	Peru	Homo sapiens	
SAMN06010239	2012-01-01	Peru	Homo sapiens	
SAMN06010240	2012-01-01	Peru	Homo sapiens	
SAMN06010241	2012-01-01	Peru	Homo sapiens	
SAMN06010242	2012-01-01	Peru	Homo sapiens	
SAMN06010243	2012-01-01	Peru	Homo sapiens	
SAMN06010244	2012-01-01	Peru	Homo sapiens	
SAMN06010245	2012-01-01	Peru	Homo sapiens	
SAMN06010246	2012-01-01	Peru	Homo sapiens	
SAMN06010247	2012-01-01	Peru	Homo sapiens	
SAMN06010248	2012-01-01	Peru	Homo sapiens	
SAMN06010249	2012-01-01	Peru	Homo sapiens	
SAMN06010250	2012-01-01	Peru	Homo sapiens	
SAMN06010251	2012-01-01	Peru	Homo sapiens	
SAMN06010252	2012-01-01	Peru	Homo sapiens	
SAMN06010253	2012-01-01	Peru	Homo sapiens	
SAMN06010254	2012-01-01	Peru	Homo sapiens	
SAMN06010255	2012-01-01	Peru	Homo sapiens	
SAMN06010256	2012-01-01	Peru	Homo sapiens	
SAMN06010257	2012-01-01	Peru	Homo sapiens	
SAMN06010319	2012-01-01	Peru	Homo sapiens	
SAMN06010320	2012-01-01	Peru	Homo sapiens	
SAMN06010321	2012-01-01	Peru	Homo sapiens	
SAMN06010322	2012-01-01	Peru	Homo sapiens	
SAMN06010323	2012-01-01	Peru	Homo sapiens	
SAMN06010324	2012-01-01	Peru	Homo sapiens	
SAMN06010325	2012-01-01	Peru	Homo sapiens	
SAMN06010326	2012-01-01	Peru	Homo sapiens	
SAMN06010327	2012-01-01	Peru	Homo sapiens	
SAMN06010328	2012-01-01	Peru	Homo sapiens	
SAMN06010329	2012-01-01	Peru	Homo sapiens	
SAMN06010330	2012-01-01	Peru	Homo sapiens	
SAMN06010331	2012-01-01	Peru	Homo sapiens	
SAMN06010332	2012-01-01	Peru	Homo sapiens	
SAMN06010333	2012-01-01	Peru	Homo sapiens	
SAMN06010334	2012-01-01	Peru	Homo sapiens	
SAMN06010335	2012-01-01	Peru	Homo sapiens	
SAMN06010336	2012-01-01	Peru	Homo sapiens	
SAMN06010337	2012-01-01	Peru	Homo sapiens	
SAMN06010338	2012-01-01	Peru	Homo sapiens	
SAMN06010339	2012-01-01	Peru	Homo sapiens	
SAMN06010340	2012-01-01	Peru	Homo sapiens	
SAMN06010341	2012-01-01	Peru	Homo sapiens	
SAMN06010342	2012-01-01	Peru	Homo sapiens	
SAMN06010343	2012-01-01	Peru	Homo sapiens	
SAMN06010344	2012-01-01	Peru	Homo sapiens	
SAMN06010345	2012-01-01	Peru	Homo sapiens	
SAMN06010346	2012-01-01	Peru	Homo sapiens	
SAMN06010347	2012-01-01	Peru	Homo sapiens	
SAMN06010348	2012-01-01	Peru	Homo sapiens	
SAMN06010349	2012-01-01	Peru	Homo sapiens	
SAMN06010350	2012-01-01	Peru	Homo sapiens	
SAMN06010351	2012-01-01	Peru	Homo sapiens	
SAMN06010352	2012-01-01	Peru	Homo sapiens	
SAMN06010353	2012-01-01	Peru	Homo sapiens	
SAMN06010354	2012-01-01	Peru	Homo sapiens	
SAMN06010355	2012-01-01	Peru	Homo sapiens	
SAMN06010356	2012-01-01	Peru	Homo sapiens	
SAMN06010357	2012-01-01	Peru	Homo sapiens	
SAMN06010358	2012-01-01	Peru	Homo sapiens	
SAMN06010359	2012-01-01	Peru	Homo sapiens	
SAMN06010360	2012-01-01	Peru	Homo sapiens	
SAMN06010361	2012-01-01	Peru	Homo sapiens	
SAMN06010362	2012-01-01	Peru	Homo sapiens	
SAMN06010363	2012-01-01	Peru	Homo sapiens	
SAMN06010364	2012-01-01	Peru	Homo sapiens	
SAMN06010365	2012-01-01	Peru	Homo sapiens	
SAMN06010366	2012-01-01	Peru	Homo sapiens	
SAMN06010367	2012-01-01	Peru	Homo sapiens	
SAMN06010368	2012-01-01	Peru	Homo sapiens	
SAMN06010369	2012-01-01	Peru	Homo sapiens	
SAMN06010370	2012-01-01	Peru	Homo sapiens	
SAMN06010371	2012-01-01	Peru	Homo sapiens	
SAMN06010372	2012-01-01	Peru	Homo sapiens	
SAMN06010373	2012-01-01	Peru	Homo sapiens	
SAMN06010374	2012-01-01	Peru	Homo sapiens	
SAMN06010375	2012-01-01	Peru	Homo sapiens	
SAMN06010376	2012-01-01	Peru	Homo sapiens	
SAMN06010377	2012-01-01	Peru	Homo sapiens	
SAMN06010378	2012-01-01	Peru	Homo sapiens	
SAMN06010379	2012-01-01	Peru	Homo sapiens	
SAMN06010380	2012-01-01	Peru	Homo sapiens	
SAMN06010381	2012-01-01	Peru	Homo sapiens	
SAMN06010382	2012-01-01	Peru	Homo sapiens	
SAMN06010383	2012-01-01	Peru	Homo sapiens	
SAMN06010384	2012-01-01	Peru	Homo sapiens	
SAMN06010385	2012-01-01	Peru	Homo sapiens	
SAMN06010386	2012-01-01	Peru	Homo sapiens	
SAMN06010387	2012-01-01	Peru	Homo sapiens	
SAMN06010388	2012-01-01	Peru	Homo sapiens	
SAMN06010389	2012-01-01	Peru	Homo sapiens	
SAMN06010390	2012-01-01	Peru	Homo sapiens	
SAMN06010391	2012-01-01	Peru	Homo sapiens	
SAMN06010392	2012-01-01	Peru	Homo sapiens	
SAMN06010393	2012-01-01	Peru	Homo sapiens	
SAMN06010394	2012-01-01	Peru	Homo sapiens	
SAMN06010395	2012-01-01	Peru	Homo sapiens	
SAMN06010396	2012-01-01	Peru	Homo sapiens	
SAMN06010397	2012-01-01	Peru	Homo sapiens	
SAMN06010398	2012-01-01	Peru	Homo sapiens	
SAMN06010399	2012-01-01	Peru	Homo sapiens	
SAMN06010400	2012-01-01	Peru	Homo sapiens	
SAMN06010401	2012-01-01	Peru	Homo sapiens	
SAMN06010402	2012-01-01	Peru	Homo sapiens	
SAMN06010403	2012-01-01	Peru	Homo sapiens	
SAMN06010404	2012-01-01	Peru	Homo sapiens	
SAMN06010405	2012-01-01	Peru	Homo sapiens	
SAMN06010406	2012-01-01	Peru	Homo sapiens	
SAMN06010407	2012-01-01	Peru	Homo sapiens	
SAMN06010408	2012-01-01	Peru	Homo sapiens	
SAMN06010409	2012-01-01	Peru	Homo sapiens	
SAMN06010410	2012-01-01	Peru	Homo sapiens	
SAMN06010411	2012-01-01	Peru	Homo sapiens	
SAMN06010412	2012-01-01	Peru	Homo sapiens	
SAMN06010413	2012-01-01	Peru	Homo sapiens	
SAMN06010414	2012-01-01	Peru	Homo sapiens	
SAMN06010415	2012-01-01	Peru	Homo sapiens	
SAMN06010416	2012-01-01	Peru	Homo sapiens	
SAMN06010417	2012-01-01	Peru	Homo sapiens	
SAMN06010418	2012-01-01	Peru	Homo sapiens	
SAMN06010419	2012-01-01	Peru	Homo sapiens	
SAMN06010420	2012-01-01	Peru	Homo sapiens	
SAMN06010421	2012-01-01	Peru	Homo sapiens	
SAMN06010422	2012-01-01	Peru	Homo sapiens	
SAMN06010423	2012-01-01	Peru	Homo sapiens	
SAMN06010424	2012-01-01	Peru	Homo sapiens	
SAMN06010425	2012-01-01	Peru	Homo sapiens	
SAMN06010426	2012-01-01	Peru	Homo sapiens	
SAMN06010427	2012-01-01	Peru	Homo sapiens	
SAMN06010428	2012-01-01	Peru	Homo sapiens	
SAMN06010429	2012-01-01	Peru	Homo sapiens	
SAMN06010430	2012-01-01	Peru	Homo sapiens	
SAMN06010431	2012-01-01	Peru	Homo sapiens	
SAMN06010432	2012-01-01	Peru	Homo sapiens	
SAMN06010433	2012-01-01	Peru	Homo sapiens	
SAMN06010434	2012-01-01	Peru	Homo sapiens	
SAMN06010435	2012-01-01	Peru	Homo sapiens	
SAMN06010436	2012-01-01	Peru	Homo sapiens	
SAMN06010437	2012-01-01	Peru	Homo sapiens	
SAMN06010438	2012-01-01	Peru	Homo sapiens	
SAMN06010439	2012-01-01	Peru	Homo sapiens	
SAMN06010440	2012-01-01	Peru	Homo sapiens	
SAMN06010441	2012-01-01	Peru	Homo sapiens	
SAMN06010442	2012-01-01	Peru	Homo sapiens	
SAMN06010443	2012-01-01	Peru	Homo sapiens	
SAMN06010444	2012-01-01	Peru	Homo sapiens	
SAMN06010445	2012-01-01	Peru	Homo sapiens	
SAMN06010446	2012-01-01	Peru	Homo sapiens	
SAMN06010447	2012-01-01	Peru	Homo sapiens	
SAMN06010448	2012-01-01	Peru	Homo sapiens	
SAMN06010449	2012-01-01	Peru	Homo sapiens	
SAMN06010450	2012-01-01	Peru	Homo sapiens	
SAMN06010451	2012-01-01	Peru	Homo sapiens	
SAMN06010452	2012-01-01	Peru	Homo sapiens	
SAMN06010453	2012-01-01	Peru	Homo sapiens	
SAMN06010454	2012-01-01	Peru	Homo sapiens	
SAMN06010455	2012-01-01	Peru	Homo sapiens	
SAMN06010456	2012-01-01	Peru	Homo sapiens	
SAMN06010457	2012-01-01	Peru	Homo sapiens	
SAMN06010458	2012-01-01	Peru	Homo sapiens	
SAMN06010459	2012-01-01	Peru	Homo sapiens	
SAMN06010460	2012-01-01	Peru	Homo sapiens	
SAMN06010461	2012-01-01	Peru	Homo sapiens	
SAMN06010462	2012-01-01	Peru	Homo sapiens	
SAMN06010463	2012-01-01	Peru	Homo sapiens	
SAMN06010464	2012-01-01	Peru	Homo sapiens	
SAMN06010465	2012-01-01	Peru	Homo sapiens	
SAMN06010466	2012-01-01	Peru	Homo sapiens	
SAMN06010467	2012-01-01	Peru	Homo sapiens	
SAMN06010468	2012-01-01	Peru	Homo sapiens	
SAMN06010469	2012-01-01	Peru	Homo sapiens	
SAMN06010470	2012-01-01	Peru	Homo sapiens	
SAMN06010471	2012-01-01	Peru	Homo sapiens	
SAMN06010472	2012-01-01	Peru	Homo sapiens	
SAMN06010473	2012-01-01	Peru	Homo sapiens	
SAMN06010474	2012-01-01	Peru	Homo sapiens	
SAMN06010475	2012-01-01	Peru	Homo sapiens	
SAMN06010476	2012-01-01	Peru	Homo sapiens	
SAMN06010477	2012-01-01	Peru	Homo sapiens	
SAMN06010478	2012-01-01	Peru	Homo sapiens	
SAMN06010479	2012-01-01	Peru	Homo sapiens	
SAMN06010480	2012-01-01	Peru	Homo sapiens	
SAMN06010481	2012-01-01	Peru	Homo sapiens	
SAMN06010482	2012-01-01	Peru	Homo sapiens	
SAMN06010483	2012-01-01	Peru	Homo sapiens	
SAMN06010484	2012-01-01	Peru	Homo sapiens	
SAMN06010485	2012-01-01	Peru	Homo sapiens	
SAMN06010486	2012-01-01	Peru	Homo sapiens	
SAMN06010487	2012-01-01	Peru	Homo sapiens	
SAMN06010488	2012-01-01	Peru	Homo sapiens	
SAMN06010489	2012-01-01	Peru	Homo sapiens	
SAMN06010490	2012-01-01	Peru	Homo sapiens	
SAMN06010491	2012-01-01	Peru	Homo sapiens	
SAMN06010492	2012-01-01	Peru	Homo sapiens	
SAMN06010493	2012-01-01	Peru	Homo sapiens	
SAMN06077019	2015-10	Pakistan	Homo sapiens	
SAMN06094068	2012-01-01	Peru	Homo sapiens	
SAMN06094069	2012-01-01	Peru	Homo sapiens	
SAMN06094070	2012-01-01	Peru	Homo sapiens	
SAMN06094071	2012-01-01	Peru	Homo sapiens	
SAMN06094072	2012-01-01	Peru	Homo sapiens	
SAMN06094073	2012-01-01	Peru	Homo sapiens	
SAMN06094074	2012-01-01	Peru	Homo sapiens	
SAMN06094075	2012-01-01	Peru	Homo sapiens	
SAMN06094076	2012-01-01	Peru	Homo sapiens	
SAMN06094077	2012-01-01	Peru	Homo sapiens	
SAMN06094078	2012-01-01	Peru	Homo sapiens	
SAMN06094079	2012-01-01	Peru	Homo sapiens	
SAMN06094080	2012-01-01	Peru	Homo sapiens	
SAMN06094081	2012-01-01	Peru	Homo sapiens	
SAMN06094082	2012-01-01	Peru	Homo sapiens	
SAMN06094083	2012-01-01	Peru	Homo sapiens	
