BioSample	host_species
SAMN02585935	Homo sapiens
SAMN02585937	Homo sapiens
SAMN02585938	Homo sapiens
SAMN02585940	Homo sapiens
SAMN02585941	Homo sapiens
SAMN02585942	Homo sapiens
SAMN02585943	Homo sapiens
SAMN02585944	Homo sapiens
SAMN02585945	Homo sapiens
SAMN02585947	Homo sapiens
SAMN02585948	Homo sapiens
SAMN02585949	Homo sapiens
SAMN02585950	Homo sapiens
SAMN02585951	Homo sapiens
SAMN02585953	Homo sapiens
SAMN02585954	Homo sapiens
SAMN02585955	Homo sapiens
SAMN02585956	Homo sapiens
SAMN02585957	Homo sapiens
SAMN02585958	Homo sapiens
SAMN02585959	Homo sapiens
SAMN02585960	Homo sapiens
SAMN02585961	Homo sapiens
SAMN02585962	Homo sapiens
SAMN02585963	Homo sapiens
SAMN02585964	Homo sapiens
SAMN02585965	Homo sapiens
SAMN02585966	Homo sapiens
SAMN02585967	Homo sapiens
SAMN02585968	Homo sapiens
SAMN02585969	Homo sapiens
SAMN02585970	Homo sapiens
SAMN02585971	Homo sapiens
SAMN02585972	Homo sapiens
SAMN02585973	Homo sapiens
SAMN02585974	Homo sapiens
SAMN02585975	Homo sapiens
SAMN02585976	Homo sapiens
SAMN02585977	Homo sapiens
SAMN02585978	Homo sapiens
SAMN02585979	Homo sapiens
SAMN02585980	Homo sapiens
SAMN02585981	Homo sapiens
SAMN02585983	Homo sapiens
SAMN02585985	Homo sapiens
SAMN02585986	Homo sapiens
SAMN02585987	Homo sapiens
SAMN02585988	Homo sapiens
SAMN02585990	Homo sapiens
SAMN02585991	Homo sapiens
SAMN02585992	Homo sapiens
SAMN02585993	Homo sapiens
SAMN02585996	Homo sapiens
SAMN02585997	Homo sapiens
SAMN02585999	Homo sapiens
SAMN02586000	Homo sapiens
SAMN02586001	Homo sapiens
SAMN02586002	Homo sapiens
SAMN02586003	Homo sapiens
SAMN02586004	Homo sapiens
SAMN02586007	Homo sapiens
SAMN02586008	Homo sapiens
SAMN02586009	Homo sapiens
SAMN02586011	Homo sapiens
SAMN02586012	Homo sapiens
SAMN02586014	Homo sapiens
SAMN02586015	Homo sapiens
SAMN02586016	Homo sapiens
SAMN02586017	Homo sapiens
SAMN02586018	Homo sapiens
SAMN02586019	Homo sapiens
SAMN02586021	Homo sapiens
SAMN02586022	Homo sapiens
SAMN02586023	Homo sapiens
SAMN02586024	Homo sapiens
SAMN02586025	Homo sapiens
SAMN02586026	Homo sapiens
SAMN02586027	Homo sapiens
SAMN02586028	Homo sapiens
SAMN02586029	Homo sapiens
SAMN02586030	Homo sapiens
SAMN02586031	Homo sapiens
SAMN02586032	Homo sapiens
SAMN02586033	Homo sapiens
SAMN02586034	Homo sapiens
SAMN02586035	Homo sapiens
SAMN02586037	Homo sapiens
SAMN02586039	Homo sapiens
SAMN02586040	Homo sapiens
SAMN02586041	Homo sapiens
SAMN02586042	Homo sapiens
SAMN02586043	Homo sapiens
SAMN02586044	Homo sapiens
SAMN02586045	Homo sapiens
SAMN02586046	Homo sapiens
SAMN02586047	Homo sapiens
SAMN02586049	Homo sapiens
SAMN02586050	Homo sapiens
SAMN02586051	Homo sapiens
SAMN02586054	Homo sapiens
SAMN02586055	Homo sapiens
SAMN02586056	Homo sapiens
SAMN02586057	Homo sapiens
SAMN02586058	Homo sapiens
SAMN02586059	Homo sapiens
SAMN02586060	Homo sapiens
SAMN02586061	Homo sapiens
SAMN02586062	Homo sapiens
SAMN02586063	Homo sapiens
SAMN02586064	Homo sapiens
SAMN02586065	Homo sapiens
SAMN02586066	Homo sapiens
SAMN02586067	Homo sapiens
SAMN02586068	Homo sapiens
SAMN02586069	Homo sapiens
SAMN02586070	Homo sapiens
SAMN02586071	Homo sapiens
SAMN02586072	Homo sapiens
SAMN02586074	Homo sapiens
SAMN02586075	Homo sapiens
SAMN02586077	Homo sapiens
SAMN02586079	Homo sapiens
SAMN02586080	Homo sapiens
SAMN02586081	Homo sapiens
SAMN02586082	Homo sapiens
SAMN02586083	Homo sapiens
SAMN02586084	Homo sapiens
SAMN02586085	Homo sapiens
SAMN02586086	Homo sapiens
SAMN02586087	Homo sapiens
SAMN02586088	Homo sapiens
SAMN02586089	Homo sapiens
SAMN02586090	Homo sapiens
SAMN02586091	Homo sapiens
SAMN02586092	Homo sapiens
SAMN02586093	Homo sapiens
SAMN02586094	Homo sapiens
SAMN02586095	Homo sapiens
SAMN02586096	Homo sapiens
SAMN02586097	Homo sapiens
SAMN02586099	Homo sapiens
SAMN02586100	Homo sapiens
SAMN02586101	Homo sapiens
SAMN02586102	Homo sapiens
SAMN02586103	Homo sapiens
SAMN02586104	Homo sapiens
SAMN02597331	Homo sapiens
SAMN02597332	Homo sapiens
SAMN02598956	Homo sapiens
SAMN02598957	Homo sapiens
SAMN02598958	Homo sapiens
SAMN02598959	Homo sapiens
SAMN02598960	Homo sapiens
SAMN02598961	Homo sapiens
SAMN02598962	Homo sapiens
SAMN02598963	Homo sapiens
SAMN02598964	Homo sapiens
SAMN02598965	Homo sapiens
SAMN02598966	Homo sapiens
SAMN02598967	Homo sapiens
SAMN02598968	Homo sapiens
SAMN02598969	Homo sapiens
SAMN02598970	Homo sapiens
SAMN02598971	Homo sapiens
SAMN02598972	Homo sapiens
SAMN02598973	Homo sapiens
SAMN02598974	Homo sapiens
SAMN02598975	Homo sapiens
SAMN02598976	Homo sapiens
SAMN02598977	Homo sapiens
SAMN02598978	Homo sapiens
SAMN02598979	Homo sapiens
SAMN02598980	Homo sapiens
SAMN02598981	Homo sapiens
SAMN02598982	Homo sapiens
SAMN02598983	Homo sapiens
SAMN02598984	Homo sapiens
SAMN02598985	Homo sapiens
SAMN02598986	Homo sapiens
SAMN02598987	Homo sapiens
SAMN02598988	Homo sapiens
SAMN02598989	Homo sapiens
SAMN02598990	Homo sapiens
SAMN02598991	Homo sapiens
SAMN02598992	Homo sapiens
SAMN02598993	Homo sapiens
SAMN02598994	Homo sapiens
SAMN02598995	Homo sapiens
SAMN02598996	Homo sapiens
SAMN02598997	Homo sapiens
SAMN02598998	Homo sapiens
SAMN02598999	Homo sapiens
SAMN02599000	Homo sapiens
SAMN02599001	Homo sapiens
SAMN02599002	Homo sapiens
SAMN02599003	Homo sapiens
SAMN02599004	Homo sapiens
SAMN02599005	Homo sapiens
SAMN02599006	Homo sapiens
SAMN02599007	Homo sapiens
SAMN02599008	Homo sapiens
SAMN02599009	Homo sapiens
SAMN02599010	Homo sapiens
SAMN02599011	Homo sapiens
SAMN02599012	Homo sapiens
SAMN02599013	Homo sapiens
SAMN02599014	Homo sapiens
SAMN02599015	Homo sapiens
SAMN02599016	Homo sapiens
SAMN02599017	Homo sapiens
SAMN02599018	Homo sapiens
SAMN02599019	Homo sapiens
SAMN02599020	Homo sapiens
SAMN02599021	Homo sapiens
SAMN02599022	Homo sapiens
SAMN02599023	Homo sapiens
SAMN02599024	Homo sapiens
SAMN02599025	Homo sapiens
SAMN02599026	Homo sapiens
SAMN02599027	Homo sapiens
SAMN02599028	Homo sapiens
SAMN02599029	Homo sapiens
SAMN02599030	Homo sapiens
SAMN02599031	Homo sapiens
SAMN02599032	Homo sapiens
SAMN02599033	Homo sapiens
SAMN02599034	Homo sapiens
SAMN02599035	Homo sapiens
SAMN02599036	Homo sapiens
SAMN02599037	Homo sapiens
SAMN02599038	Homo sapiens
SAMN02599039	Homo sapiens
SAMN02599040	Homo sapiens
SAMN02599041	Homo sapiens
SAMN02599042	Homo sapiens
SAMN02599043	Homo sapiens
SAMN02599044	Homo sapiens
SAMN02599045	Homo sapiens
SAMN02599046	Homo sapiens
SAMN02599047	Homo sapiens
SAMN02599048	Homo sapiens
SAMN02599049	Homo sapiens
SAMN02599050	Homo sapiens
SAMN02599051	Homo sapiens
SAMN02599052	Homo sapiens
SAMN02599053	Homo sapiens
SAMN02599054	Homo sapiens
SAMN02599055	Homo sapiens
SAMN02599056	Homo sapiens
SAMN02599057	Homo sapiens
SAMN02599058	Homo sapiens
SAMN02599059	Homo sapiens
SAMN02599060	Homo sapiens
SAMN02599061	Homo sapiens
SAMN02599062	Homo sapiens
SAMN02599063	Homo sapiens
SAMN02599064	Homo sapiens
SAMN02599065	Homo sapiens
SAMN02599066	Homo sapiens
SAMN02599067	Homo sapiens
SAMN02599068	Homo sapiens
SAMN02599069	Homo sapiens
SAMN02599070	Homo sapiens
SAMN02599071	Homo sapiens
SAMN02599072	Homo sapiens
SAMN02599073	Homo sapiens
SAMN02599074	Homo sapiens
SAMN02599075	Homo sapiens
SAMN02599076	Homo sapiens
SAMN02599077	Homo sapiens
SAMN02599078	Homo sapiens
SAMN02599079	Homo sapiens
SAMN02599080	Homo sapiens
SAMN02599081	Homo sapiens
SAMN02599082	Homo sapiens
SAMN02599083	Homo sapiens
SAMN02599084	Homo sapiens
SAMN02599085	Homo sapiens
SAMN02599086	Homo sapiens
SAMN02599088	Homo sapiens
SAMN02599089	Homo sapiens
SAMN02599090	Homo sapiens
SAMN02599091	Homo sapiens
SAMN02599092	Homo sapiens
SAMN02599093	Homo sapiens
SAMN02599094	Homo sapiens
SAMN02599095	Homo sapiens
SAMN02599096	Homo sapiens
SAMN02599097	Homo sapiens
SAMN02599098	Homo sapiens
SAMN02599099	Homo sapiens
SAMN02599100	Homo sapiens
SAMN02599101	Homo sapiens
SAMN02599102	Homo sapiens
SAMN02599103	Homo sapiens
SAMN02599104	Homo sapiens
SAMN02599105	Homo sapiens
SAMN02599106	Homo sapiens
SAMN02599107	Homo sapiens
SAMN02599108	Homo sapiens
SAMN02599109	Homo sapiens
SAMN02599110	Homo sapiens
SAMN02599111	Homo sapiens
SAMN02599112	Homo sapiens
SAMN02599113	Homo sapiens
SAMN02599114	Homo sapiens
SAMN02599115	Homo sapiens
SAMN02599116	Homo sapiens
SAMN02599117	Homo sapiens
SAMN02599118	Homo sapiens
SAMN02599119	Homo sapiens
SAMN02599120	Homo sapiens
SAMN02599121	Homo sapiens
SAMN02599122	Homo sapiens
SAMN02599123	Homo sapiens
SAMN02599124	Homo sapiens
SAMN02599125	Homo sapiens
SAMN02599126	Homo sapiens
SAMN02599127	Homo sapiens
SAMN02599129	Homo sapiens
SAMN02599130	Homo sapiens
SAMN02599131	Homo sapiens
SAMN02599132	Homo sapiens
SAMN02599133	Homo sapiens
SAMN02599134	Homo sapiens
SAMN02599135	Homo sapiens
SAMN02599136	Homo sapiens
SAMN02599137	Homo sapiens
SAMN02599138	Homo sapiens
SAMN02599140	Homo sapiens
SAMN02599141	Homo sapiens
SAMN02599142	Homo sapiens
SAMN02599143	Homo sapiens
SAMN02599144	Homo sapiens
SAMN02599145	Homo sapiens
SAMN02599146	Homo sapiens
SAMN02599147	Homo sapiens
SAMN02599148	Homo sapiens
SAMN02599149	Homo sapiens
SAMN02599150	Homo sapiens
SAMN02599151	Homo sapiens
SAMN02599152	Homo sapiens
SAMN02599153	Homo sapiens
SAMN02599154	Homo sapiens
SAMN02599156	Homo sapiens
SAMN02599157	Homo sapiens
SAMN02599158	Homo sapiens
SAMN02599159	Homo sapiens
SAMN02599160	Homo sapiens
SAMN02599161	Homo sapiens
SAMN02599162	Homo sapiens
SAMN02599163	Homo sapiens
SAMN02599164	Homo sapiens
SAMN02599165	Homo sapiens
SAMN02599167	Homo sapiens
SAMN02599168	Homo sapiens
SAMN02599169	Homo sapiens
SAMN02599170	Homo sapiens
SAMN02599171	Homo sapiens
SAMN02599172	Homo sapiens
SAMN02599173	Homo sapiens
SAMN02599174	Homo sapiens
SAMN02599175	Homo sapiens
SAMN02599176	Homo sapiens
SAMN02599177	Homo sapiens
SAMN02599179	Homo sapiens
SAMN02599180	Homo sapiens
SAMN02599181	Homo sapiens
SAMN02599182	Homo sapiens
SAMN02599183	Homo sapiens
SAMN02599184	Homo sapiens
SAMN02603011	Homo sapiens
SAMN02628478	Homo sapiens
SAMN02628479	Homo sapiens
SAMN02628481	Homo sapiens
SAMN02628483	Homo sapiens
SAMN02628484	Homo sapiens
SAMN02628485	Homo sapiens
SAMN02628487	Homo sapiens
SAMN02628488	Homo sapiens
SAMN02628489	Homo sapiens
SAMN02628490	Homo sapiens
SAMN02628491	Homo sapiens
SAMN02628493	Homo sapiens
SAMN02628494	Homo sapiens
SAMN02628498	Homo sapiens
SAMN02628499	Homo sapiens
SAMN02628500	Homo sapiens
SAMN02628501	Homo sapiens
SAMN02628502	Homo sapiens
SAMN02628503	Homo sapiens
SAMN02628504	Homo sapiens
SAMN02628505	Homo sapiens
SAMN02628506	Homo sapiens
SAMN02628507	Homo sapiens
SAMN02628508	Homo sapiens
SAMN02628509	Homo sapiens
SAMN02628510	Homo sapiens
SAMN02628517	Homo sapiens
SAMN02628520	Homo sapiens
SAMN02628522	Homo sapiens
SAMN02628523	Homo sapiens
SAMN02628526	Homo sapiens
SAMN02628527	Homo sapiens
SAMN02673323	Homo sapiens
SAMN02673324	Homo sapiens
SAMN02673325	Homo sapiens
SAMN02673326	Homo sapiens
SAMN02673327	Homo sapiens
SAMN02673328	Homo sapiens
SAMN02673329	Homo sapiens
SAMN02673330	Homo sapiens
SAMN02688394	Homo sapiens
SAMN02713587	Homo sapiens
SAMN02731427	Homo sapiens
SAMN02767600	Homo sapiens
SAMN02777350	Homo sapiens
SAMN02797826	Homo sapiens
SAMN02797828	Homo sapiens
SAMN02803802	Homo sapiens
SAMN02819975	Homo sapiens
SAMN02819976	Homo sapiens
SAMN02819977	Homo sapiens
SAMN02819978	Homo sapiens
SAMN02820311	Homo sapiens
SAMN02837622	Homo sapiens
SAMN02837623	Homo sapiens
SAMN02837624	Homo sapiens
SAMN02837625	Homo sapiens
SAMN02837626	Homo sapiens
SAMN02837627	Homo sapiens
SAMN02837628	Homo sapiens
SAMN02837629	Homo sapiens
SAMN02837630	Homo sapiens
SAMN02837631	Homo sapiens
SAMN02837632	Homo sapiens
SAMN02837633	Homo sapiens
SAMN02837634	Homo sapiens
SAMN02837635	Homo sapiens
SAMN02837636	Homo sapiens
SAMN02837637	Homo sapiens
SAMN02837638	Homo sapiens
SAMN02837639	Homo sapiens
SAMN02837640	Homo sapiens
SAMN02837641	Homo sapiens
SAMN02837642	Homo sapiens
SAMN02837643	Homo sapiens
SAMN02837644	Homo sapiens
SAMN02837645	Homo sapiens
SAMN02837646	Homo sapiens
SAMN02837647	Homo sapiens
SAMN02837648	Homo sapiens
SAMN02837649	Homo sapiens
SAMN02837650	Homo sapiens
SAMN02837651	Homo sapiens
SAMN02837652	Homo sapiens
SAMN02837653	Homo sapiens
SAMN02837654	Homo sapiens
SAMN02837655	Homo sapiens
SAMN02837656	Homo sapiens
SAMN02837657	Homo sapiens
SAMN02837658	Homo sapiens
SAMN02848645	Homo sapiens
SAMN02864173	Homo sapiens
SAMN02864847	Homo sapiens
SAMN02864881	Homo sapiens
SAMN02864882	Homo sapiens
SAMN02864883	Homo sapiens
SAMN02864884	Homo sapiens
SAMN02864885	Homo sapiens
SAMN02864886	Homo sapiens
SAMN02874015	Homo sapiens
SAMN02887314	Homo sapiens
SAMN02899098	Bos taurus
SAMN02899231	Bos taurus
SAMN02899232	Bos taurus
SAMN02902634	Bos taurus
SAMN02902635	Bos taurus
SAMN02902636	Bos taurus
SAMN02902637	Bos taurus
SAMN02902638	Bos taurus
SAMN02902639	Ovis aries
SAMN02902640	Bos taurus
SAMN02902641	Bos taurus
SAMN02902642	Bos taurus
SAMN02902643	Bos taurus
SAMN02902644	Bos taurus
SAMN02902645	Bos taurus
SAMN02943514	Homo sapiens
SAMN02943515	Homo sapiens
SAMN02951936	Homo sapiens
SAMN03002394	Homo sapiens
SAMN03081422	Homo sapiens
SAMN03175163	Homo sapiens
SAMN03177465	Homo sapiens
SAMN03177466	Homo sapiens
SAMN03177469	Homo sapiens
SAMN03177470	Homo sapiens
SAMN03177471	Homo sapiens
SAMN03177473	Homo sapiens
SAMN03177474	Homo sapiens
SAMN03177475	Homo sapiens
SAMN03177477	Homo sapiens
SAMN03177478	Homo sapiens
SAMN03177480	Homo sapiens
SAMN03177481	Homo sapiens
SAMN03177483	Homo sapiens
SAMN03177484	Homo sapiens
SAMN03177485	Homo sapiens
SAMN03177486	Homo sapiens
SAMN03177487	Homo sapiens
SAMN03177488	Homo sapiens
SAMN03177489	Homo sapiens
SAMN03177490	Homo sapiens
SAMN03177491	Homo sapiens
SAMN03177492	Homo sapiens
SAMN03177493	Homo sapiens
SAMN03177494	Homo sapiens
SAMN03177495	Homo sapiens
SAMN03177496	Homo sapiens
SAMN03177497	Homo sapiens
SAMN03196604	Homo sapiens
SAMN03265108	Homo sapiens
SAMN03267964	Homo sapiens
SAMN03272559	Homo sapiens
SAMN03288261	Bos taurus
SAMN03290670	Sus scrofa
SAMN03290698	Homo sapiens
SAMN03290700	Homo sapiens
SAMN03291410	Homo sapiens
SAMN03295492	Homo sapiens
SAMN03301665	Homo sapiens
SAMN03338741	Homo sapiens
SAMN03338742	Homo sapiens
SAMN03338743	Homo sapiens
SAMN03338744	Homo sapiens
SAMN03372109	Homo sapiens
SAMN03460429	Homo sapiens
SAMN03496755	Homo sapiens
SAMN03658568	Bos sp.
SAMN03761171	Bos taurus
SAMN03776961	Bos taurus
SAMN03793145	Homo sapiens
SAMN03793146	Homo sapiens
SAMN03793151	Homo sapiens
SAMN03813774	Homo sapiens
SAMN03813775	Homo sapiens
SAMN03813776	Homo sapiens
SAMN03813777	Homo sapiens
SAMN03813778	Homo sapiens
SAMN03813779	Homo sapiens
SAMN03813780	Homo sapiens
SAMN03813781	Homo sapiens
SAMN03813782	Homo sapiens
SAMN03813783	Homo sapiens
SAMN03813784	Homo sapiens
SAMN03813785	Homo sapiens
SAMN03813786	Homo sapiens
SAMN03813787	Homo sapiens
SAMN03813788	Homo sapiens
SAMN03813789	Homo sapiens
SAMN03813790	Homo sapiens
SAMN03813791	Homo sapiens
SAMN03813792	Homo sapiens
SAMN03813793	Homo sapiens
SAMN03813794	Homo sapiens
SAMN03813795	Homo sapiens
SAMN03813796	Homo sapiens
SAMN03813797	Homo sapiens
SAMN03813798	Homo sapiens
SAMN03813799	Homo sapiens
SAMN03813800	Homo sapiens
SAMN03813801	Homo sapiens
SAMN03813802	Homo sapiens
SAMN03813803	Homo sapiens
SAMN03813804	Homo sapiens
SAMN03813805	Homo sapiens
SAMN03813806	Homo sapiens
SAMN03840761	Homo sapiens
SAMN03861514	Homo sapiens
SAMN03921880	Homo sapiens
SAMN03941250	Homo sapiens
SAMN04023334	Homo sapiens
SAMN04100097	Homo sapiens
SAMN04117128	Homo sapiens
SAMN04129542	Homo sapiens
SAMN04159245	Homo sapiens
SAMN04159257	Homo sapiens
SAMN04241384	Bos taurus
SAMN04247103	Homo sapiens
SAMN04293604	Bos taurus
SAMN04479830	Homo sapiens
SAMN04491053	Homo sapiens
SAMN04492771	Homo sapiens
SAMN04492779	Homo sapiens
SAMN04492780	Homo sapiens
SAMN04492781	Homo sapiens
SAMN04492782	Homo sapiens
SAMN04492783	Homo sapiens
SAMN04492784	Homo sapiens
SAMN04492785	Homo sapiens
SAMN04492786	Homo sapiens
SAMN04492787	Homo sapiens
SAMN04492789	Homo sapiens
SAMN04492790	Homo sapiens
SAMN04492791	Homo sapiens
SAMN04492792	Homo sapiens
SAMN04492793	Homo sapiens
SAMN04517448	Homo sapiens
SAMN04550924	Homo sapiens
SAMN04595071	Homo sapiens
SAMN04595072	Homo sapiens
SAMN04599205	Homo sapiens
SAMN04910091	Homo sapiens
SAMN04910094	Homo sapiens
SAMN04910096	Homo sapiens
SAMN04910097	Homo sapiens
SAMN04910098	Homo sapiens
SAMN04910113	Homo sapiens
SAMN05001334	Homo sapiens
SAMN05187972	Homo sapiens
SAMN05257278	Bos taurus
SAMN05362535	Procavia capensis
SAMN05362569	Suricata suricatta
SAMN05362572	Procavia capensis
SAMN05362621	Procavia capensis
SAMN05414673	Homo sapiens
SAMN05447655	Homo sapiens
SAMN05447658	Homo sapiens
SAMN05725038	Sus scrofa
SAMN05791985	Homo sapiens
SAMN05791986	Homo sapiens
SAMN05791987	Homo sapiens
SAMN05792585	Homo sapiens
SAMN05825228	Homo sapiens
SAMN05830624	Homo sapiens
SAMN05830709	Homo sapiens
SAMN05830710	Homo sapiens
SAMN05830711	Homo sapiens
SAMN05833359	Homo sapiens
SAMN05833360	Homo sapiens
SAMN05833361	Homo sapiens
SAMN05833362	Homo sapiens
SAMN05833363	Homo sapiens
SAMN05833364	Homo sapiens
SAMN05915249	Homo sapiens
SAMN05915250	Homo sapiens
SAMN05915251	Homo sapiens
SAMN05915252	Homo sapiens
SAMN05915253	Homo sapiens
SAMN05915254	Homo sapiens
SAMN05915255	Homo sapiens
SAMN05915256	Homo sapiens
SAMN05915257	Homo sapiens
SAMN05915258	Homo sapiens
SAMN05915259	Homo sapiens
SAMN05915260	Homo sapiens
SAMN05915261	Homo sapiens
SAMN05915262	Homo sapiens
SAMN05915263	Homo sapiens
SAMN05915264	Homo sapiens
SAMN05915265	Homo sapiens
SAMN05915266	Homo sapiens
SAMN05915267	Homo sapiens
SAMN05915268	Homo sapiens
SAMN05915269	Homo sapiens
SAMN05915270	Homo sapiens
SAMN05915271	Homo sapiens
SAMN05915272	Homo sapiens
SAMN05915273	Homo sapiens
SAMN05915274	Homo sapiens
SAMN05915275	Homo sapiens
SAMN05915276	Homo sapiens
SAMN05915277	Homo sapiens
SAMN05915278	Homo sapiens
SAMN05915279	Homo sapiens
SAMN05915280	Homo sapiens
SAMN05915281	Homo sapiens
SAMN05915282	Homo sapiens
SAMN05915283	Homo sapiens
SAMN05915284	Homo sapiens
SAMN05915285	Homo sapiens
SAMN05915286	Homo sapiens
SAMN05915287	Homo sapiens
SAMN05915288	Homo sapiens
SAMN05915289	Homo sapiens
SAMN05915290	Homo sapiens
SAMN05915291	Homo sapiens
SAMN05915292	Homo sapiens
SAMN05915293	Homo sapiens
SAMN05916217	Homo sapiens
SAMN05916218	Homo sapiens
SAMN05916219	Homo sapiens
SAMN05916220	Homo sapiens
SAMN05916221	Homo sapiens
SAMN05916222	Homo sapiens
SAMN05916223	Homo sapiens
SAMN05916224	Homo sapiens
SAMN05916225	Homo sapiens
SAMN05916226	Homo sapiens
SAMN05916227	Homo sapiens
SAMN05916228	Homo sapiens
SAMN05916229	Homo sapiens
SAMN05916230	Homo sapiens
SAMN05916231	Homo sapiens
SAMN05916232	Homo sapiens
SAMN05916233	Homo sapiens
SAMN05916234	Homo sapiens
SAMN05916235	Homo sapiens
SAMN05916236	Homo sapiens
SAMN05916237	Homo sapiens
SAMN05916238	Homo sapiens
SAMN05916239	Homo sapiens
SAMN05916240	Homo sapiens
SAMN05916241	Homo sapiens
SAMN05916242	Homo sapiens
SAMN05916243	Homo sapiens
SAMN05916244	Homo sapiens
SAMN05916245	Homo sapiens
SAMN05916246	Homo sapiens
SAMN05916247	Homo sapiens
SAMN05916248	Homo sapiens
SAMN05916249	Homo sapiens
SAMN05916250	Homo sapiens
SAMN05916251	Homo sapiens
SAMN05916252	Homo sapiens
SAMN05916253	Homo sapiens
SAMN05916254	Homo sapiens
SAMN05916255	Homo sapiens
SAMN05916256	Homo sapiens
SAMN05916257	Homo sapiens
SAMN05916258	Homo sapiens
SAMN05916259	Homo sapiens
SAMN05916260	Homo sapiens
SAMN05916261	Homo sapiens
SAMN05916262	Homo sapiens
SAMN05916263	Homo sapiens
SAMN05916264	Homo sapiens
SAMN05916265	Homo sapiens
SAMN05916266	Homo sapiens
SAMN05916267	Homo sapiens
SAMN05916268	Homo sapiens
SAMN05916269	Homo sapiens
SAMN05916270	Homo sapiens
SAMN05916271	Homo sapiens
SAMN05916272	Homo sapiens
SAMN05916273	Homo sapiens
SAMN05916274	Homo sapiens
SAMN05916275	Homo sapiens
SAMN05916276	Homo sapiens
SAMN05916277	Homo sapiens
SAMN05916278	Homo sapiens
SAMN05916279	Homo sapiens
SAMN05916280	Homo sapiens
SAMN05916281	Homo sapiens
SAMN05916282	Homo sapiens
SAMN05916283	Homo sapiens
SAMN05916284	Homo sapiens
SAMN05916285	Homo sapiens
SAMN05916286	Homo sapiens
SAMN05916287	Homo sapiens
SAMN05916288	Homo sapiens
SAMN05916289	Homo sapiens
SAMN05916290	Homo sapiens
SAMN05916291	Homo sapiens
SAMN05916292	Homo sapiens
SAMN05916293	Homo sapiens
SAMN05916294	Homo sapiens
SAMN05916295	Homo sapiens
SAMN05916296	Homo sapiens
SAMN05916297	Homo sapiens
SAMN05916298	Homo sapiens
SAMN05916299	Homo sapiens
SAMN05916300	Homo sapiens
SAMN05916301	Homo sapiens
SAMN05916302	Homo sapiens
SAMN05916303	Homo sapiens
SAMN05916304	Homo sapiens
SAMN05916305	Homo sapiens
SAMN05916306	Homo sapiens
SAMN05916307	Homo sapiens
SAMN05916308	Homo sapiens
SAMN05916309	Homo sapiens
SAMN05916310	Homo sapiens
SAMN05916311	Homo sapiens
SAMN05916312	Homo sapiens
SAMN05916313	Homo sapiens
SAMN05916314	Homo sapiens
SAMN05916315	Homo sapiens
SAMN05916316	Homo sapiens
SAMN05916317	Homo sapiens
SAMN05916318	Homo sapiens
SAMN05916319	Homo sapiens
SAMN05916320	Homo sapiens
SAMN05916321	Homo sapiens
SAMN05916322	Homo sapiens
SAMN05916323	Homo sapiens
SAMN05916324	Homo sapiens
SAMN05916325	Homo sapiens
SAMN05916326	Homo sapiens
SAMN05916327	Homo sapiens
SAMN05916328	Homo sapiens
SAMN05916329	Homo sapiens
SAMN05916330	Homo sapiens
SAMN05916331	Homo sapiens
SAMN05916332	Homo sapiens
SAMN05916333	Homo sapiens
SAMN05916334	Homo sapiens
SAMN05916335	Homo sapiens
SAMN05916336	Homo sapiens
SAMN05916337	Homo sapiens
SAMN05916338	Homo sapiens
SAMN05916339	Homo sapiens
SAMN05916340	Homo sapiens
SAMN05916341	Homo sapiens
SAMN05916342	Homo sapiens
SAMN05916343	Homo sapiens
SAMN05916344	Homo sapiens
SAMN05916345	Homo sapiens
SAMN05916346	Homo sapiens
SAMN05916347	Homo sapiens
SAMN05916348	Homo sapiens
SAMN05916349	Homo sapiens
SAMN05916350	Homo sapiens
SAMN05916351	Homo sapiens
SAMN05916352	Homo sapiens
SAMN05916353	Homo sapiens
SAMN05916354	Homo sapiens
SAMN05916355	Homo sapiens
SAMN05916356	Homo sapiens
SAMN05916357	Homo sapiens
SAMN05916358	Homo sapiens
SAMN05916382	Homo sapiens
SAMN05916383	Homo sapiens
SAMN05916384	Homo sapiens
SAMN05916385	Homo sapiens
SAMN05916386	Homo sapiens
SAMN05916387	Homo sapiens
SAMN05916388	Homo sapiens
SAMN05916389	Homo sapiens
SAMN05916390	Homo sapiens
SAMN05916391	Homo sapiens
SAMN05916392	Homo sapiens
SAMN05916393	Homo sapiens
SAMN05916394	Homo sapiens
SAMN05916395	Homo sapiens
SAMN05916396	Homo sapiens
SAMN05916397	Homo sapiens
SAMN05916398	Homo sapiens
SAMN05916399	Homo sapiens
SAMN05916400	Homo sapiens
SAMN05916401	Homo sapiens
SAMN05916402	Homo sapiens
SAMN05916403	Homo sapiens
SAMN05916404	Homo sapiens
SAMN05916405	Homo sapiens
SAMN05916406	Homo sapiens
SAMN05916407	Homo sapiens
SAMN05916408	Homo sapiens
SAMN05916409	Homo sapiens
SAMN05916410	Homo sapiens
SAMN05916411	Homo sapiens
SAMN05916412	Homo sapiens
SAMN05916413	Homo sapiens
SAMN05916414	Homo sapiens
SAMN05916415	Homo sapiens
SAMN05916416	Homo sapiens
SAMN05916417	Homo sapiens
SAMN05916418	Homo sapiens
SAMN05916419	Homo sapiens
SAMN05916420	Homo sapiens
SAMN05916421	Homo sapiens
SAMN05916422	Homo sapiens
SAMN05916423	Homo sapiens
SAMN05916424	Homo sapiens
